0 10.5275 0.995246 -54.3283
1 9.91194 1.0001 -46.6158
2 8.11456 1.0023 -30.5813
3 11.5428 1.00065 -65.1952
4 10.3192 0.995725 -54.0089
5 9.21074 1.00015 -42.0103
6 11.3804 1.00291 -63.0591
7 10.0709 0.996108 -50.5133
8 10.193 0.995823 -52.7234
9 9.73697 1.00102 -45.0982
10 9.9527 1.00078 -47.5229
11 10.017 0.999202 -50.2356
12 10.1507 0.998892 -50.5142
13 8.4379 1.00344 -33.7224
14 10.4966 1.0007 -54.7445
15 10.6404 0.996168 -57.1624
16 8.21359 1.00192 -30.7628
17 9.10835 0.998951 -41.2319
18 8.9701 0.997466 -39.2768
19 10.3165 1.00276 -50.965
20 9.06848 0.997869 -38.9187
21 10.6251 0.997772 -56.6463
22 9.31331 1.00092 -39.4563
23 9.06229 0.999821 -40.5946
24 9.89451 0.999383 -49.0084
25 8.76273 0.999401 -37.452
26 10.5894 0.99788 -56.2874
27 8.71608 0.997274 -36.0151
28 10.1975 1.00211 -51.2952
29 9.32704 1.00238 -41.0137
30 10.676 0.998892 -56.934
31 11.0165 0.998449 -58.4777
32 9.89019 1.00026 -44.5686
33 11.8788 0.999004 -68.9323
34 10.281 0.999256 -52.5976
35 11.0531 1.00261 -59.3716
36 10.2294 1.00015 -51.9834
37 10.6315 0.998989 -55.8396
38 10.3986 0.997525 -54.4358
39 10.0573 0.996802 -49.5782
40 8.31481 0.99986 -33.0996
41 8.61024 0.999597 -35.6518
42 12.3251 0.998754 -73.4718
43 9.39264 0.998853 -44.0869
44 10.6796 0.999243 -56.8872
45 10.5022 0.997749 -55.4411
46 12.0396 0.997144 -71.0145
47 10.0944 0.998037 -51.2559
48 10.1029 1.00336 -48.2869
49 9.36486 0.997052 -41.8373
50 8.79372 0.998065 -38.2136
51 10.1054 0.999215 -49.6823
52 10.0217 1.00032 -50.0681
53 10.0566 0.995979 -51.3079
54 11.2223 0.998794 -59.4893
55 10.2756 1.00131 -51.1506
56 10.6294 0.99611 -57.0583
57 11.2317 1.00008 -61.9379
58 10.345 1.00043 -53.2829
59 10.0228 0.999624 -48.7801
60 10.7455 1.00025 -57.3414
61 12.0006 0.997758 -68.3775
62 10.2596 0.99991 -52.2057
63 11.9212 0.999275 -68.6185
64 10.1468 1.00353 -49.1943
65 9.53474 0.997266 -45.4192
66 9.84663 1.0015 -45.7053
67 10.1347 0.999728 -49.4135
68 10.6062 0.998022 -56.1619
69 11.9287 1.00043 -69.1203
70 9.54554 0.999401 -43.004
71 6.49489 0.999187 -15.0047
72 10.8228 0.999784 -58.2145
73 11.9917 0.999273 -66.496
74 9.99606 1.00169 -47.6354
75 10.362 0.997625 -54.0659
76 10.9558 0.996196 -58.7738
77 8.95538 0.996117 -38.692
78 8.97766 1.00209 -38.4048
79 9.92427 1.00329 -48.5299
80 12.3582 0.998192 -73.6947
81 10.0628 0.997685 -50.9999
82 10.3209 1.00037 -49.0174
83 9.53892 0.998819 -45.5605
84 8.43639 0.998178 -33.2601
85 10.7357 0.999396 -56.7148
86 11.3525 0.996907 -61.0783
87 10.8361 0.99853 -56.7265
88 11.848 1.00101 -68.0235
89 9.75633 1.00011 -47.4863
90 10.091 1.00228 -50.3785
91 9.25669 0.998418 -42.6952
92 10.0386 1.00021 -50.2715
93 9.24815 1.00144 -41.0134
94 10.3731 0.999635 -51.5493
95 9.88236 0.998629 -49.0247
96 12.7259 1.00101 -76.9199
97 11.2288 1.00053 -62.0829
98 9.70341 0.996786 -47.0296
99 8.94596 0.997167 -38.5196
